ID_Venda,Data_Venda,Produto,Categoria,Preco,Quantidade,Canal_Venda,Regiao,Tipo_Cliente,Desconto,Avaliacao_Cliente,Tempo_Entrega_Dias,Forma_Pagamento,Campanha_Marketing,Custo_Frete,Venda_Sucesso
196,08/02/2025,Vinho Branco Chardonnay,Branco,149,5,Loja Fisica,Sul,Novo,15,5,1,Pix,Nao,23.97,Sim
197,15/07/2025,Prosecco Italiano,Espumante,195,5,WhatsApp,Sul,Recorrente,0,5,4,Pix,Nao,18.73,Sim
198,16/07/2025,Vinho Rose Premium,Rose,175,2,Loja Fisica,Centro-Oeste,Recorrente,15,4,9,Pix,Sim,30.5,Sim
199,03/04/2025,Vinho Rose Premium,Rose,102,5,WhatsApp,Nordeste,Novo,10,4,9,Pix,Sim,31.46,Sim
200,22/02/2026,Vinho Tinto Reserva,Tinto,281,1,WhatsApp,Sudeste,Recorrente,30,5,2,Pix,Sim,15.54,Sim
201,27/12/2025,Vinho Rose Premium,Rose,59,2,WhatsApp,Norte,Novo,5,3,6,Cartao de Credito,Nao,37.57,Nao
202,01/01/2025,Vinho Branco Chardonnay,Branco,116,8,WhatsApp,Sudeste,Novo,10,2,2,Cartao de Credito,Nao,22.0,Nao
203,07/02/2025,Vinho Branco Chardonnay,Branco,126,5,WhatsApp,Sul,Novo,15,2,2,Pix,Sim,26.21,Nao
204,01/04/2026,Sauvignon Blanc,Branco,99,2,WhatsApp,Nordeste,Novo,15,4,3,Pix,Nao,38.27,Sim
205,18/10/2025,Vinho Rose Premium,Rose,114,2,Marketplace,Sudeste,Novo,0,4,5,Boleto,Nao,11.34,Nao
206,09/01/2026,Vinho Rose Premium,Rose,138,3,Site,Sul,Novo,5,4,11,Boleto,Nao,19.11,Sim
207,29/06/2025,Espumante Brut,Espumante,134,2,WhatsApp,Nordeste,Novo,10,4,2,Cartao de Credito,Nao,53.91,Sim
208,31/03/2026,Prosecco Italiano,Espumante,201,4,Loja Fisica,Sudeste,Recorrente,0,1,3,Cartao de Credito,Sim,13.8,Nao
209,29/07/2025,Cabernet Sauvignon,Tinto,111,6,Marketplace,Sudeste,Recorrente,15,4,1,Cartao de Credito,Nao,43.78,Sim
210,03/09/2025,Espumante Brut,Espumante,102,1,Site,Centro-Oeste,Recorrente,0,1,1,Boleto,Nao,28.31,Sim
211,15/07/2025,Vinho Branco Chardonnay,Branco,72,3,Loja Fisica,Nordeste,Recorrente,25,3,5,Cartao de Credito,Sim,25.22,Sim
212,27/04/2025,Espumante Brut,Espumante,91,5,Site,Sul,Recorrente,0,4,7,Cartao de Credito,Nao,24.31,Sim
213,20/10/2025,Sauvignon Blanc,Branco,186,7,Site,Sudeste,Novo,5,5,1,Pix,Nao,21.39,Sim
214,17/03/2025,Cabernet Sauvignon,Tinto,208,7,Loja Fisica,Sudeste,Novo,0,2,6,Cartao de Credito,Nao,21.26,Sim
215,18/03/2025,Cabernet Sauvignon,Tinto,210,3,WhatsApp,Sudeste,Recorrente,0,4,5,Boleto,Sim,29.3,Sim
216,22/05/2025,Cabernet Sauvignon,Tinto,213,1,Site,Sudeste,Novo,10,3,4,Pix,Sim,19.32,Sim
217,09/09/2025,Sauvignon Blanc,Branco,206,2,Loja Fisica,Nordeste,Recorrente,25,1,7,Cartao de Credito,Sim,46.05,Nao
218,24/01/2026,Vinho Rose Premium,Rose,217,2,WhatsApp,Sudeste,Novo,15,3,2,Boleto,Nao,40.18,Sim
219,08/05/2025,Vinho Tinto Reserva,Tinto,207,2,Site,Sul,Recorrente,20,1,2,Boleto,Nao,21.55,Sim
220,28/10/2025,Merlot Selecionado,Tinto,150,5,Site,Centro-Oeste,Novo,0,3,5,Cartao de Credito,Nao,27.86,Sim
221,29/07/2025,Espumante Brut,Espumante,119,2,Site,Sul,Recorrente,30,5,5,Pix,Sim,9.78,Sim
222,13/03/2026,Vinho Tinto Reserva,Tinto,209,1,WhatsApp,Sudeste,Recorrente,25,4,6,Cartao de Credito,Nao,24.69,Sim
223,17/12/2025,Prosecco Italiano,Espumante,174,3,Marketplace,Sul,Recorrente,30,5,5,Pix,Sim,31.19,Sim
224,04/11/2025,Espumante Brut,Espumante,71,2,Marketplace,Norte,Novo,0,5,9,Boleto,Nao,35.71,Sim
225,24/04/2025,Vinho Branco Chardonnay,Branco,129,8,Loja Fisica,Sudeste,Novo,0,4,5,Cartao de Credito,Nao,12.51,Sim
226,26/01/2026,Prosecco Italiano,Espumante,236,3,WhatsApp,Nordeste,Recorrente,0,2,2,Cartao de Credito,Nao,35.38,Nao
227,21/11/2025,Merlot Selecionado,Tinto,144,1,WhatsApp,Sudeste,Recorrente,5,4,4,Cartao de Credito,Sim,19.32,Nao
228,03/04/2026,Cabernet Sauvignon,Tinto,144,1,Marketplace,Sudeste,Novo,20,2,12,Cartao de Credito,Nao,24.91,Nao
229,23/03/2025,Merlot Selecionado,Tinto,175,1,Site,Norte,Novo,0,4,2,Boleto,Nao,44.16,Nao
230,29/09/2025,Cabernet Sauvignon,Tinto,197,2,Site,Sudeste,Novo,10,5,11,Cartao de Debito,Nao,30.2,Nao
231,26/09/2025,Vinho Rose Premium,Rose,161,2,Loja Fisica,Sudeste,Novo,0,1,10,Pix,Nao,40.2,Nao
232,29/10/2025,Vinho Branco Chardonnay,Branco,94,2,Loja Fisica,Norte,Recorrente,10,3,6,Cartao de Credito,Nao,62.38,Sim
233,05/03/2025,Vinho Tinto Reserva,Tinto,191,5,Marketplace,Centro-Oeste,Novo,0,5,1,Cartao de Credito,Sim,42.08,Sim
234,13/11/2025,Vinho Branco Chardonnay,Branco,155,1,Site,Sul,Recorrente,15,4,4,Cartao de Debito,Nao,33.7,Sim
235,04/09/2025,Cabernet Sauvignon,Tinto,117,5,WhatsApp,Norte,Novo,10,3,5,Cartao de Debito,Nao,48.16,Sim
236,01/06/2025,Cabernet Sauvignon,Tinto,229,4,Loja Fisica,Sul,Recorrente,15,2,3,Cartao de Credito,Nao,13.61,Sim
237,18/06/2025,Vinho Branco Chardonnay,Branco,191,2,Marketplace,Sudeste,Novo,20,5,1,Cartao de Credito,Nao,12.88,Sim
238,13/02/2026,Espumante Brut,Espumante,131,5,Loja Fisica,Sudeste,Recorrente,5,3,8,Boleto,Nao,21.56,Sim
239,27/03/2026,Vinho Tinto Reserva,Tinto,302,1,WhatsApp,Sudeste,Recorrente,10,4,7,Pix,Nao,22.22,Nao
240,25/04/2025,Vinho Branco Chardonnay,Branco,95,6,Site,Sul,Recorrente,0,5,4,Boleto,Nao,22.98,Sim
241,10/11/2025,Merlot Selecionado,Tinto,101,3,Site,Nordeste,Recorrente,15,4,2,Boleto,Nao,40.54,Sim
242,23/02/2026,Vinho Branco Chardonnay,Branco,96,3,Loja Fisica,Nordeste,Novo,5,3,4,Pix,Sim,41.69,Sim
243,13/11/2025,Prosecco Italiano,Espumante,227,2,WhatsApp,Nordeste,Novo,10,1,5,Boleto,Nao,46.94,Nao
244,20/08/2025,Vinho Rose Premium,Rose,125,2,WhatsApp,Nordeste,Recorrente,5,5,5,Pix,Sim,34.71,Sim
245,29/07/2025,Vinho Rose Premium,Rose,185,3,WhatsApp,Centro-Oeste,Novo,0,5,4,Boleto,Nao,34.1,Nao
246,02/04/2026,Vinho Rose Premium,Rose,203,1,WhatsApp,Sul,Novo,15,1,5,Pix,Sim,32.76,Nao
247,22/02/2026,Vinho Branco Chardonnay,Branco,142,4,Site,Sudeste,Recorrente,25,5,9,Pix,Sim,23.83,Sim
248,25/12/2025,Merlot Selecionado,Tinto,122,8,WhatsApp,Nordeste,Novo,30,5,4,Cartao de Credito,Sim,41.8,Sim
249,15/09/2025,Merlot Selecionado,Tinto,138,3,Loja Fisica,Centro-Oeste,Novo,5,4,12,Pix,Nao,15.8,Sim
250,24/02/2025,Cabernet Sauvignon,Tinto,172,3,WhatsApp,Nordeste,Recorrente,25,4,8,Pix,Sim,31.74,Sim
251,22/02/2025,Vinho Tinto Reserva,Tinto,249,1,Site,Sudeste,Recorrente,15,3,7,Cartao de Credito,Nao,36.67,Sim
252,10/06/2025,Vinho Rose Premium,Rose,147,1,WhatsApp,Nordeste,Novo,15,5,3,Cartao de Debito,Nao,31.74,Sim
253,07/01/2026,Espumante Brut,Espumante,141,6,Site,Sudeste,Recorrente,15,3,5,Pix,Sim,39.43,Sim
254,27/08/2025,Vinho Branco Chardonnay,Branco,154,7,Marketplace,Sul,Novo,5,3,2,Boleto,Sim,21.67,Sim
255,05/04/2025,Vinho Branco Chardonnay,Branco,185,5,Marketplace,Nordeste,Novo,20,4,1,Pix,Nao,37.32,Nao
256,26/02/2026,Vinho Branco Chardonnay,Branco,98,1,Loja Fisica,Sudeste,Novo,5,3,7,Pix,Nao,29.0,Sim
257,04/10/2025,Cabernet Sauvignon,Tinto,149,6,Marketplace,Centro-Oeste,Recorrente,15,3,9,Cartao de Debito,Sim,26.41,Sim
258,17/11/2025,Merlot Selecionado,Tinto,114,3,Site,Centro-Oeste,Novo,0,2,11,Boleto,Nao,33.14,Nao
259,24/08/2025,Vinho Rose Premium,Rose,175,1,Site,Nordeste,Recorrente,20,4,10,Boleto,Sim,35.69,Sim
260,01/10/2025,Cabernet Sauvignon,Tinto,233,3,Site,Sudeste,Novo,5,4,4,Cartao de Credito,Nao,28.76,Nao
261,22/07/2025,Cabernet Sauvignon,Tinto,171,4,Loja Fisica,Norte,Novo,20,3,1,Boleto,Sim,37.39,Sim
262,11/07/2025,Vinho Branco Chardonnay,Branco,119,2,WhatsApp,Centro-Oeste,Recorrente,0,4,9,Boleto,Nao,33.1,Sim
263,20/09/2025,Vinho Branco Chardonnay,Branco,142,3,Site,Norte,Novo,15,5,3,Cartao de Credito,Nao,48.56,Sim
264,20/02/2025,Espumante Brut,Espumante,127,5,WhatsApp,Nordeste,Recorrente,30,4,5,Cartao de Credito,Sim,46.75,Sim
265,18/10/2025,Merlot Selecionado,Tinto,124,1,Site,Sul,Novo,10,3,5,Pix,Sim,31.33,Sim
266,01/02/2026,Sauvignon Blanc,Branco,145,5,Marketplace,Centro-Oeste,Novo,5,4,3,Pix,Sim,40.05,Sim
267,20/11/2025,Vinho Branco Chardonnay,Branco,129,2,WhatsApp,Norte,Novo,15,4,6,Cartao de Debito,Nao,45.38,Sim
268,15/03/2026,Sauvignon Blanc,Branco,132,1,Loja Fisica,Norte,Recorrente,15,2,3,Cartao de Debito,Nao,42.51,Sim
269,04/12/2025,Cabernet Sauvignon,Tinto,133,4,WhatsApp,Nordeste,Recorrente,0,4,4,Cartao de Credito,Nao,47.71,Sim
270,28/03/2026,Prosecco Italiano,Espumante,199,4,Loja Fisica,Sudeste,Novo,15,4,7,Cartao de Credito,Nao,23.14,Nao
271,09/02/2025,Merlot Selecionado,Tinto,239,3,Loja Fisica,Nordeste,Recorrente,10,3,3,Pix,Nao,54.7,Sim
272,19/04/2025,Vinho Rose Premium,Rose,114,6,Site,Sudeste,Recorrente,10,2,2,Cartao de Credito,Nao,23.23,Sim
273,31/10/2025,Cabernet Sauvignon,Tinto,148,2,Loja Fisica,Centro-Oeste,Recorrente,10,4,4,Cartao de Credito,Sim,26.98,Sim
274,30/04/2026,Vinho Tinto Reserva,Tinto,246,1,WhatsApp,Sudeste,Novo,30,4,8,Pix,Nao,21.14,Sim
275,21/08/2025,Prosecco Italiano,Espumante,205,5,Marketplace,Nordeste,Recorrente,0,4,3,Pix,Sim,38.38,Sim
276,06/02/2026,Sauvignon Blanc,Branco,115,1,WhatsApp,Sudeste,Novo,0,2,4,Pix,Sim,26.53,Nao
277,28/04/2025,Cabernet Sauvignon,Tinto,149,3,WhatsApp,Norte,Recorrente,15,4,3,Cartao de Credito,Nao,48.47,Sim
278,06/10/2025,Sauvignon Blanc,Branco,88,6,WhatsApp,Centro-Oeste,Novo,5,5,9,Cartao de Credito,Nao,45.67,Sim
279,05/08/2025,Vinho Tinto Reserva,Tinto,212,1,Marketplace,Nordeste,Novo,5,2,5,Cartao de Credito,Nao,40.11,Nao
280,14/03/2026,Sauvignon Blanc,Branco,130,5,Site,Sudeste,Recorrente,5,3,3,Pix,Nao,15.74,Sim
281,03/01/2025,Vinho Rose Premium,Rose,93,1,Loja Fisica,Sudeste,Novo,10,4,6,Cartao de Credito,Nao,28.08,Nao
282,02/11/2025,Prosecco Italiano,Espumante,225,1,Loja Fisica,Sul,Novo,5,5,5,Pix,Nao,18.16,Nao
283,19/01/2025,Vinho Branco Chardonnay,Branco,113,1,Marketplace,Nordeste,Novo,0,4,4,Cartao de Credito,Sim,35.36,Sim
284,14/10/2025,Vinho Branco Chardonnay,Branco,165,2,Marketplace,Sudeste,Novo,0,4,9,Pix,Nao,27.34,Sim
285,20/09/2025,Espumante Brut,Espumante,133,2,Site,Sul,Novo,10,4,4,Cartao de Credito,Sim,42.32,Sim
286,04/02/2025,Espumante Brut,Espumante,85,3,WhatsApp,Nordeste,Recorrente,10,4,5,Cartao de Credito,Sim,22.46,Sim
287,08/02/2025,Vinho Rose Premium,Rose,137,2,WhatsApp,Sudeste,Novo,20,3,1,Pix,Nao,18.82,Sim
288,14/04/2025,Merlot Selecionado,Tinto,110,2,WhatsApp,Nordeste,Recorrente,10,3,6,Cartao de Debito,Sim,55.5,Sim
289,10/09/2025,Merlot Selecionado,Tinto,169,6,Marketplace,Centro-Oeste,Recorrente,15,4,1,Pix,Nao,37.16,Sim
290,21/07/2025,Espumante Brut,Espumante,59,6,Site,Sudeste,Recorrente,0,5,4,Pix,Nao,25.33,Sim
291,02/05/2025,Prosecco Italiano,Espumante,247,2,Marketplace,Sul,Novo,10,3,5,Cartao de Credito,Nao,20.18,Nao
292,21/02/2025,Merlot Selecionado,Tinto,129,1,Marketplace,Sudeste,Recorrente,5,3,2,Pix,Sim,31.02,Sim
293,11/06/2025,Sauvignon Blanc,Branco,145,5,Marketplace,Sudeste,Novo,10,2,9,Pix,Nao,19.85,Sim
294,12/05/2025,Vinho Tinto Reserva,Tinto,182,1,WhatsApp,Sudeste,Recorrente,10,3,3,Pix,Nao,31.3,Sim
295,01/04/2026,Merlot Selecionado,Tinto,225,1,Site,Centro-Oeste,Novo,20,3,6,Pix,Nao,18.79,Nao
296,12/06/2025,Prosecco Italiano,Espumante,175,1,WhatsApp,Sudeste,Recorrente,10,5,1,Cartao de Credito,Sim,20.7,Sim
297,27/04/2026,Sauvignon Blanc,Branco,124,6,Site,Centro-Oeste,Recorrente,10,3,1,Pix,Nao,42.6,Sim
298,02/12/2025,Vinho Rose Premium,Rose,158,1,WhatsApp,Centro-Oeste,Novo,5,5,1,Cartao de Credito,Sim,37.23,Sim
299,04/10/2025,Vinho Rose Premium,Rose,150,3,Loja Fisica,Nordeste,Novo,15,5,3,Pix,Nao,48.54,Sim
300,04/10/2025,Vinho Branco Chardonnay,Branco,197,1,Marketplace,Centro-Oeste,Recorrente,10,4,5,Cartao de Credito,Sim,31.65,Sim
301,02/09/2025,Espumante Brut,Espumante,99,2,Loja Fisica,Nordeste,Recorrente,5,4,1,Cartao de Debito,Nao,46.63,Nao
302,10/02/2025,Espumante Brut,Espumante,63,3,Loja Fisica,Norte,Novo,5,4,5,Boleto,Sim,39.82,Sim
303,07/04/2025,Espumante Brut,Espumante,105,5,Site,Nordeste,Novo,5,4,5,Cartao de Credito,Nao,54.87,Sim
304,10/07/2025,Vinho Tinto Reserva,Tinto,236,2,Marketplace,Nordeste,Novo,0,4,3,Cartao de Credito,Nao,45.42,Nao
305,29/01/2026,Merlot Selecionado,Tinto,214,1,Loja Fisica,Sudeste,Recorrente,0,5,3,Cartao de Credito,Sim,30.44,Sim
306,08/01/2026,Prosecco Italiano,Espumante,191,1,Marketplace,Sul,Recorrente,0,3,11,Cartao de Debito,Sim,47.82,Nao
307,03/03/2025,Cabernet Sauvignon,Tinto,168,1,WhatsApp,Norte,Novo,0,4,3,Cartao de Credito,Sim,59.41,Sim
308,31/01/2025,Vinho Tinto Reserva,Tinto,178,4,Loja Fisica,Nordeste,Novo,10,4,3,Cartao de Debito,Nao,36.02,Nao
309,06/04/2026,Cabernet Sauvignon,Tinto,188,8,WhatsApp,Nordeste,Recorrente,10,3,6,Cartao de Credito,Sim,46.14,Nao
310,19/08/2025,Espumante Brut,Espumante,76,3,Site,Sudeste,Recorrente,20,4,8,Cartao de Credito,Nao,21.54,Sim
311,24/02/2026,Merlot Selecionado,Tinto,96,3,Marketplace,Norte,Recorrente,5,4,3,Cartao de Credito,Nao,51.94,Sim
312,24/02/2025,Prosecco Italiano,Espumante,191,2,Site,Sudeste,Novo,15,1,10,Cartao de Credito,Sim,19.39,Sim
313,10/02/2025,Sauvignon Blanc,Branco,104,4,Loja Fisica,Sudeste,Recorrente,0,5,2,Pix,Nao,15.82,Sim
314,23/09/2025,Merlot Selecionado,Tinto,75,2,Site,Nordeste,Recorrente,5,1,1,Cartao de Credito,Nao,35.27,Nao
315,07/12/2025,Sauvignon Blanc,Branco,146,1,Marketplace,Sul,Recorrente,10,2,5,Cartao de Credito,Sim,31.08,Sim
316,21/11/2025,Vinho Branco Chardonnay,Branco,96,4,Site,Centro-Oeste,Recorrente,25,4,12,Boleto,Sim,31.07,Nao
317,23/09/2025,Vinho Rose Premium,Rose,125,4,WhatsApp,Sudeste,Recorrente,10,3,6,Cartao de Debito,Nao,21.86,Nao
318,20/01/2025,Vinho Tinto Reserva,Tinto,221,5,Loja Fisica,Nordeste,Recorrente,5,4,5,Cartao de Debito,Sim,47.39,Sim
319,27/02/2026,Espumante Brut,Espumante,85,1,WhatsApp,Sul,Novo,25,5,6,Boleto,Sim,29.84,Sim
320,22/03/2026,Cabernet Sauvignon,Tinto,142,4,Site,Sul,Novo,20,3,7,Cartao de Credito,Nao,18.19,Nao
321,17/08/2025,Vinho Tinto Reserva,Tinto,193,1,Site,Sudeste,Recorrente,5,4,2,Pix,Nao,15.57,Sim
322,08/03/2025,Cabernet Sauvignon,Tinto,174,2,Loja Fisica,Sul,Recorrente,0,3,1,Pix,Nao,28.52,Sim
323,10/12/2025,Vinho Rose Premium,Rose,94,1,Marketplace,Nordeste,Novo,0,5,3,Cartao de Debito,Sim,42.89,Sim
324,13/04/2025,Vinho Rose Premium,Rose,127,1,Site,Norte,Recorrente,30,4,2,Cartao de Credito,Nao,57.7,Sim
325,18/04/2025,Cabernet Sauvignon,Tinto,179,7,WhatsApp,Norte,Recorrente,0,4,2,Pix,Sim,49.74,Sim
326,23/12/2025,Espumante Brut,Espumante,68,8,Marketplace,Centro-Oeste,Novo,25,4,3,Cartao de Credito,Sim,30.63,Sim
327,30/12/2025,Vinho Tinto Reserva,Tinto,280,4,WhatsApp,Sudeste,Novo,5,5,3,Cartao de Debito,Nao,28.78,Sim
328,30/06/2025,Cabernet Sauvignon,Tinto,186,2,WhatsApp,Sul,Novo,10,3,3,Cartao de Credito,Sim,30.69,Sim
329,14/02/2025,Espumante Brut,Espumante,139,6,WhatsApp,Nordeste,Novo,10,3,2,Cartao de Debito,Nao,31.62,Sim
330,12/03/2025,Vinho Rose Premium,Rose,106,2,Site,Centro-Oeste,Novo,0,4,5,Pix,Sim,39.18,Sim
331,16/03/2025,Vinho Branco Chardonnay,Branco,64,5,Marketplace,Centro-Oeste,Novo,0,4,6,Cartao de Credito,Nao,41.45,Nao
332,12/11/2025,Sauvignon Blanc,Branco,160,4,WhatsApp,Centro-Oeste,Recorrente,0,3,2,Cartao de Credito,Nao,32.36,Sim
333,31/08/2025,Vinho Rose Premium,Rose,126,1,Loja Fisica,Nordeste,Novo,20,4,5,Cartao de Credito,Sim,38.7,Sim
334,12/11/2025,Vinho Tinto Reserva,Tinto,145,6,WhatsApp,Sudeste,Recorrente,0,3,2,Cartao de Debito,Sim,35.45,Sim
335,27/12/2025,Prosecco Italiano,Espumante,220,5,Marketplace,Nordeste,Recorrente,5,5,5,Pix,Nao,36.52,Sim
336,14/08/2025,Prosecco Italiano,Espumante,114,6,Loja Fisica,Sudeste,Recorrente,0,3,7,Cartao de Debito,Sim,28.39,Sim
337,26/04/2026,Espumante Brut,Espumante,80,3,Loja Fisica,Sudeste,Novo,20,4,6,Cartao de Credito,Nao,26.02,Sim
338,03/01/2026,Sauvignon Blanc,Branco,93,1,Marketplace,Nordeste,Novo,10,3,6,Cartao de Debito,Nao,46.53,Sim
339,23/03/2026,Prosecco Italiano,Espumante,178,4,Marketplace,Norte,Recorrente,0,4,1,Cartao de Credito,Sim,45.48,Sim
340,10/05/2025,Vinho Branco Chardonnay,Branco,165,2,Site,Nordeste,Novo,15,2,2,Cartao de Credito,Nao,53.38,Nao
341,14/11/2025,Prosecco Italiano,Espumante,185,6,Loja Fisica,Centro-Oeste,Recorrente,10,2,5,Cartao de Credito,Nao,33.77,Nao
342,02/04/2025,Vinho Rose Premium,Rose,170,4,Loja Fisica,Nordeste,Recorrente,20,3,10,Cartao de Credito,Sim,43.37,Sim
343,30/08/2025,Vinho Branco Chardonnay,Branco,201,2,Loja Fisica,Nordeste,Novo,25,5,7,Boleto,Sim,39.2,Nao
344,08/02/2026,Espumante Brut,Espumante,100,1,Loja Fisica,Sul,Recorrente,30,4,1,Pix,Nao,29.26,Sim
345,29/05/2025,Merlot Selecionado,Tinto,156,3,WhatsApp,Centro-Oeste,Recorrente,15,4,7,Cartao de Debito,Sim,44.45,Sim
346,20/12/2025,Vinho Tinto Reserva,Tinto,163,4,Loja Fisica,Centro-Oeste,Novo,0,3,7,Cartao de Credito,Nao,37.13,Nao
347,18/04/2026,Espumante Brut,Espumante,104,4,Loja Fisica,Sudeste,Novo,10,5,8,Cartao de Credito,Nao,33.61,Nao
348,07/01/2026,Vinho Tinto Reserva,Tinto,202,3,WhatsApp,Sudeste,Novo,20,4,6,Boleto,Sim,16.73,Sim
349,20/10/2025,Vinho Tinto Reserva,Tinto,244,5,WhatsApp,Sudeste,Recorrente,5,1,12,Pix,Nao,35.75,Sim
350,04/06/2025,Cabernet Sauvignon,Tinto,211,4,Site,Sul,Novo,10,3,4,Cartao de Debito,Sim,11.96,Sim
351,15/03/2025,Vinho Tinto Reserva,Tinto,244,2,Loja Fisica,Sudeste,Recorrente,0,5,6,Pix,Nao,8.0,Sim
352,22/02/2025,Vinho Branco Chardonnay,Branco,142,2,WhatsApp,Sul,Novo,0,5,8,Cartao de Credito,Nao,24.1,Nao
353,28/02/2025,Espumante Brut,Espumante,182,3,Loja Fisica,Sudeste,Novo,10,5,6,Cartao de Credito,Sim,25.9,Sim
354,08/03/2025,Cabernet Sauvignon,Tinto,179,2,Loja Fisica,Nordeste,Novo,5,2,5,Cartao de Credito,Sim,49.16,Nao
355,01/01/2026,Vinho Tinto Reserva,Tinto,239,2,Loja Fisica,Centro-Oeste,Recorrente,20,4,5,Cartao de Credito,Nao,35.64,Sim
356,29/04/2025,Cabernet Sauvignon,Tinto,232,2,Loja Fisica,Nordeste,Recorrente,10,4,6,Pix,Nao,39.79,Sim
357,29/03/2025,Espumante Brut,Espumante,151,4,Marketplace,Nordeste,Recorrente,10,1,4,Cartao de Credito,Nao,37.85,Sim
358,23/03/2025,Vinho Branco Chardonnay,Branco,100,4,Loja Fisica,Centro-Oeste,Novo,5,4,5,Cartao de Credito,Sim,33.59,Sim
359,05/03/2026,Merlot Selecionado,Tinto,174,2,WhatsApp,Centro-Oeste,Novo,15,3,6,Pix,Nao,45.89,Nao
360,01/02/2025,Prosecco Italiano,Espumante,181,2,Site,Sudeste,Recorrente,15,4,7,Cartao de Credito,Nao,27.23,Sim
361,16/04/2026,Vinho Tinto Reserva,Tinto,231,2,Site,Centro-Oeste,Novo,0,5,3,Boleto,Nao,22.25,Sim
362,03/07/2025,Merlot Selecionado,Tinto,209,3,Site,Nordeste,Recorrente,0,5,11,Cartao de Credito,Nao,41.36,Sim
363,19/04/2026,Vinho Tinto Reserva,Tinto,234,2,Site,Sudeste,Novo,10,4,4,Cartao de Credito,Sim,36.4,Sim
364,01/08/2025,Espumante Brut,Espumante,176,1,Loja Fisica,Sul,Recorrente,10,4,12,Cartao de Credito,Nao,21.81,Nao
365,18/05/2025,Sauvignon Blanc,Branco,99,2,WhatsApp,Sudeste,Novo,10,1,4,Pix,Nao,17.84,Sim
366,24/05/2025,Merlot Selecionado,Tinto,169,3,Site,Centro-Oeste,Recorrente,0,5,4,Boleto,Nao,34.46,Sim
367,21/08/2025,Cabernet Sauvignon,Tinto,171,4,Marketplace,Nordeste,Recorrente,10,4,9,Pix,Sim,53.29,Sim
368,28/03/2025,Merlot Selecionado,Tinto,74,5,Site,Sul,Recorrente,15,5,5,Cartao de Credito,Nao,31.69,Sim
369,27/02/2025,Espumante Brut,Espumante,138,2,Loja Fisica,Sudeste,Recorrente,5,2,3,Boleto,Sim,13.56,Nao
370,25/02/2026,Vinho Branco Chardonnay,Branco,119,1,WhatsApp,Sudeste,Novo,10,1,12,Cartao de Debito,Nao,17.53,Nao
371,24/07/2025,Sauvignon Blanc,Branco,133,2,Marketplace,Sudeste,Recorrente,5,4,7,Cartao de Credito,Sim,18.15,Sim
372,22/01/2025,Vinho Rose Premium,Rose,106,3,Loja Fisica,Norte,Novo,25,4,6,Cartao de Debito,Nao,56.58,Nao
373,11/01/2026,Merlot Selecionado,Tinto,198,6,WhatsApp,Sudeste,Novo,0,4,3,Boleto,Nao,21.69,Nao
374,09/05/2025,Merlot Selecionado,Tinto,106,2,Loja Fisica,Sul,Novo,10,4,6,Cartao de Credito,Nao,8.0,Sim
375,28/11/2025,Cabernet Sauvignon,Tinto,217,6,Loja Fisica,Centro-Oeste,Novo,25,2,5,Cartao de Credito,Nao,37.76,Nao
376,24/03/2025,Cabernet Sauvignon,Tinto,159,2,WhatsApp,Centro-Oeste,Recorrente,5,4,9,Boleto,Sim,28.24,Sim
377,15/03/2025,Vinho Tinto Reserva,Tinto,204,1,WhatsApp,Sudeste,Novo,10,5,5,Cartao de Credito,Nao,28.83,Sim
378,07/12/2025,Cabernet Sauvignon,Tinto,220,1,Loja Fisica,Centro-Oeste,Novo,10,5,2,Pix,Nao,27.38,Sim
379,19/12/2025,Merlot Selecionado,Tinto,200,3,WhatsApp,Sudeste,Novo,20,5,7,Pix,Sim,18.1,Sim
380,14/04/2025,Merlot Selecionado,Tinto,143,1,WhatsApp,Centro-Oeste,Novo,20,3,8,Boleto,Sim,39.88,Sim
381,31/10/2025,Sauvignon Blanc,Branco,112,2,Loja Fisica,Nordeste,Recorrente,20,4,2,Cartao de Credito,Sim,36.29,Sim
382,25/09/2025,Espumante Brut,Espumante,59,5,WhatsApp,Sul,Novo,5,5,4,Cartao de Credito,Nao,22.04,Sim
383,20/11/2025,Vinho Branco Chardonnay,Branco,137,1,Marketplace,Sudeste,Novo,25,4,3,Pix,Sim,18.18,Sim
384,13/01/2026,Cabernet Sauvignon,Tinto,147,3,WhatsApp,Sul,Recorrente,20,3,7,Pix,Nao,23.33,Sim
385,05/05/2025,Vinho Branco Chardonnay,Branco,96,1,Loja Fisica,Sul,Novo,5,5,2,Cartao de Credito,Sim,40.63,Sim
386,22/12/2025,Cabernet Sauvignon,Tinto,183,2,Loja Fisica,Norte,Novo,0,5,6,Pix,Sim,37.06,Sim
387,05/02/2026,Vinho Branco Chardonnay,Branco,154,3,Site,Norte,Recorrente,0,3,4,Cartao de Debito,Nao,59.0,Sim
388,27/02/2025,Vinho Rose Premium,Rose,189,8,Marketplace,Norte,Recorrente,10,4,5,Cartao de Credito,Sim,69.95,Sim
389,27/01/2025,Prosecco Italiano,Espumante,167,6,Loja Fisica,Sudeste,Novo,5,4,9,Pix,Sim,24.07,Sim
390,20/02/2025,Vinho Tinto Reserva,Tinto,210,6,Marketplace,Centro-Oeste,Novo,0,4,3,Boleto,Sim,34.37,Sim
